utt_id	spkr_id	lang	text	dur	file_id
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A08	A08	cs	bu _prazdniki biz čoğ yahši gečırerıh onučun bizä öttüri bu čoğ yahši prazdniktır böyük gündür	6.063	doreco_urum1249_UUM-TXT-FE-00000-A08
0003_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B04	B04	cs	_pekut birtänä šei yahši fs_ka kada	3.698	doreco_urum1249_UUM-TXT-FE-00000-B04
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A07	A07	cs	käsirdılär öldürirdılär bizım halh istädi ki šei ala _svayu _veru _astavili _yazık _patiryali _kagda jılız čätınıdi gäldılär buraya	10.777	doreco_urum1249_UUM-TXT-AN-00000-A07
0010_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A06	A06	cs	oki todor oldi o epeim _uže dädämi düzälti	5.81	doreco_urum1249_UUM-TXT-AN-00000-A06
0001_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A05	A05	cs	kövün adi jinistır kolkhozudi sora oldi _savkhoz	5.27	doreco_urum1249_UUM-TXT-VL-00000-A05
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A04	A04	cs	pr_turtsianın erlärındän ordan gäldılär hä _pontiiski gasudarstvoidi	9.844	doreco_urum1249_UUM-TXT-AN-00000-A04
0008_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B08	B08	cs	šäärdä yašierım _uže @ goddan	4.63	doreco_urum1249_UUM-TXT-FM-00000-B08
0003_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A14	A14	cs	bizım familyadan karagezovlardan _pervi adam _eto _bıl karagezov spiridon kharalampovič gäldi buraya	7.944	doreco_urum1249_UUM-TXT-AN-00000-A14
0007_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A06	A06	cs	yašierıh fs_ištem savetskının stroyunda išlirdıh bän _agranom išlirdım	5.67	doreco_urum1249_UUM-TXT-FM-00000-A06
0002_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A07	A07	cs	_nu ambu dil _eta _kakoito _turetski _dialekt angısıniki _tolka ävdä biz oni išlädirıh	5.629	doreco_urum1249_UUM-TXT-LG-00000-A07
0012_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A13	A13	cs	fs_gä gäldıh yoh gäldılär dädämız _naši _predki ğaldıh buralarda yaširıh	7.48	doreco_urum1249_UUM-TXT-AN-00000-A13
0008_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A10	A10	cs	_škola var kövdä birtänä mäzärlik var ikitänä kissälär dörtänä var prazniklarda halh gälir _atmečat edirıh	7.978	doreco_urum1249_UUM-TXT-VL-00000-A10
0011_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A06	A06	cs	oğlan aldi sağolsun ki bir dohkuz _gektar šindi o torpağınan yaširıh	4.527	doreco_urum1249_UUM-TXT-FM-00000-A06
0008_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A06	A06	cs	fp_da näki fs_selskhoz _khozyaistvenni _produktsia olirdi dağıdirdi	4.854	doreco_urum1249_UUM-TXT-VL-00000-A06
0003_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A06	A06	cs	burda bän išlirdım _agranom sortoučastokta delopraizvodstvada äp käğıdimäğıdi yazerdıh urus dilındän	9.435	doreco_urum1249_UUM-TXT-LG-00000-A06
0010_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A06	A06	cs	bänä kimıdi torpahta bänä vermierdılär ğırh el _agranom išlädım torpah alamadım	6.5	doreco_urum1249_UUM-TXT-FM-00000-A06
0002_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A12	A12	cs	üč adam vardır biri baji ğardaš onun _da ävlänmämiš ikisidä birtänädä täk _atdelni ğanaahli üčtänä adam var öbürlär äp svannarınan ajarlar yašierlär	10.079	doreco_urum1249_UUM-TXT-VL-00000-A12
0006_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A10	A10	cs	bukvasi yoh nä bukvasi var nä yazmasi eč bišesidä yohtur _prosto ištem biz söilirıh bu dili	5.831	doreco_urum1249_UUM-TXT-LG-00000-A10
0010_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A07	A07	cs	bizım kövä meriamanaya _daže ermänılär gälirlär ašğaladan ğüjüdan	5.1	doreco_urum1249_UUM-TXT-FE-00000-A07
0009_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A07	A07	cs	šindi ğoja sırasında rassiaya getti babamınan fs_na älli el o kissäi bänım _babuškam ašti	5.81	doreco_urum1249_UUM-TXT-VL-00000-A07
0002_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A16	A16	cs	_značit bän bülierım ki ataamanım gälmıš turtsiadan dedälärım	3.597	doreco_urum1249_UUM-TXT-AN-00000-A16
0010_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A09	A09	cs	o šei här bazar giderıh äziz günnär gäler giderıh ğurban edirıh ištır ägär ušahmušah ağırir fs_ya _ana baba genä ğurban edirıh	11.18	doreco_urum1249_UUM-TXT-VL-00000-A09
0001_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A11	A11	cs	meriamana ki gäler güni fs_gi gidirıh _sveča yazi yahirıh fs_š šeidä kissämızdä namazımızi edirıh ğurbanımızi käsirıh yanında bišırirıh	11.469	doreco_urum1249_UUM-TXT-FE-00000-A11
0001_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A06	A06	cs	bu _svyatoi prazdnikläri bizım urumluh ahnayah _atmečat eder	5.898	doreco_urum1249_UUM-TXT-FE-00000-A06
0002_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A14	A14	cs	o nahıl edir bizä čoğ bänım ğardašlarıma bänä ki gändılär gälmišlär turtsiadan fp_ee _v _tısyača _devyatsot _tritsatom _gadu näsıl gäldılär buraya	10.916	doreco_urum1249_UUM-TXT-AN-00000-A14
0013_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A08	A08	cs	kövümüzdä _škola vardır özgä kövlärdä yoğudi _škola gälerdılär äp bu kövdä ohumaya ohirdılär	7.964	doreco_urum1249_UUM-TXT-VL-00000-A08
0012_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A15	A15	cs	är kövdän gälirlär meramanaya özgä kövlärdändä gälirlär onnarda bizınan barabar güzäl _atmečat edirlär gidirlär sora är erdän gälirlär	12.022	doreco_urum1249_UUM-TXT-FE-00000-A15
0014_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B03	B03	cs	pr_soradan sağmaya peinır _gardof etmäya	4.436	doreco_urum1249_UUM-TXT-AN-00000-B03
0002_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A10	A10	cs	_russki bülirıh söilirıh _no _turetski dilın ävdämävdä äp _turetski söilirıh	5.919	doreco_urum1249_UUM-TXT-LG-00000-A10
0003_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A16	A16	cs	gälirlär ärvännidän gälirlär ölänktän gälirlär eddikissädän gälirlär _nu urum kövlär nerdä var gälirlär iip ičmäya	8.9	doreco_urum1249_UUM-TXT-FE-00000-A16
0006_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A08	A08	cs	čoğ halhımız getti _az ğalmıšıh urumlar azlıhtır	3.267	doreco_urum1249_UUM-TXT-VL-00000-A08
0001_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B12	B12	cs	biz birınji yašierdıh gretsiada _kanstantınopole	4.706	doreco_urum1249_UUM-TXT-AN-00000-B12
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A16	A16	cs	ajarlari diem ajarlarınan _družno yaširıh ištem dögüšmäh yoh sögmäh yoh ärkäš gändi ui_semyasiinän barabar išlirlär ui_čalıširlär	9.272	doreco_urum1249_UUM-TXT-VL-00000-A16
0007_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B14	B14	cs	tsalkadada nä gün gördülär genä čoğ _mučenya gördülär	3.985	doreco_urum1249_UUM-TXT-AN-00000-B14
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A08	A08	cs	biše yoh _da köv dä elä	1.415	doreco_urum1249_UUM-TXT-FM-00000-A08
0006_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A08	A08	cs	_russki dil böyük dildır istoriasi onun čoğ vardır čätindır biräz ey šei edämerıh söiliamerıh čätın oler	7.869	doreco_urum1249_UUM-TXT-LG-00000-A08
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B16	B16	cs	_babuškam yašierdi čapaevkada	2.084	doreco_urum1249_UUM-TXT-VL-00000-B16
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A04	A04	cs	jinis su o _prazračnaya vadadır birdä jinizi nävädäki yol yoğudi burda	12.076	doreco_urum1249_UUM-TXT-VL-00000-A04
0010_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B10	B10	cs	yahši šei varıdi _vozduh nätävür dierlär	5.094	doreco_urum1249_UUM-TXT-VL-00000-B10
0011_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A05	A05	cs	_atmečayut _kanešna _vot meriamanai _svyataya maria	4.873	doreco_urum1249_UUM-TXT-FE-00000-A05
0010_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A16	A16	cs	tiflisdädä gidirdın güzäl söilirdın urusča _atvet verirdılär šindik diah _sistema döndi ahnayah gürjüjä lazım bülmäh	6.219	doreco_urum1249_UUM-TXT-LG-00000-A16
0002_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A15	A15	cs	yaširıh güzäl fs_s šei šei güzäl yaširıh _družni ğardašım böyuk vardır bändän böyuk mamam babam	11.166	doreco_urum1249_UUM-TXT-FM-00000-A15
0004_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A13	A13	cs	yašierıh ištem näblem fs_pra prazdnikläri _atmečat edirıh yahši köv	3.386	doreco_urum1249_UUM-TXT-VL-00000-A13
0001_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B04	B04	cs	bizım halh gäldi gürjistana _devitnatsatom _veke onučun ki čoğ čätınıdi yašamah	7.717	doreco_urum1249_UUM-TXT-AN-00000-B04
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A13	A13	cs	_trudno olerdi ämdä _uže elä duimamıza bizım fp_ee turklar ğırirdılar bizım halhi nasılki duimıšıh nä diah ki biz	8.797	doreco_urum1249_UUM-TXT-AN-00000-A13
0006_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B09	B09	cs	burda oldular bänım anam _da bänım babam	4.408	doreco_urum1249_UUM-TXT-FM-00000-B09
0002_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A15	A15	cs	güzäl _atmečat muzıkainan tohli käsirıh eğılirlär halh iir ičirlär güzäl _atmečat edirlär	7.799	doreco_urum1249_UUM-TXT-FE-00000-A15
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B07	B07	cs	eddi ävädä _kusok _kusok götürer vererlär	3.533	doreco_urum1249_UUM-TXT-FE-00000-B07
0003_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A15	A15	cs	fs_dište torpahlar ište torpahmorpah ište bašladıh yašamaya _traktor mraktorunan	6.014	doreco_urum1249_UUM-TXT-AN-00000-A15
0012_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A13	A13	cs	özgä kövdändä _daže gätırirlär meriamanaya ğurbannar bizım kövä _atmečat edirıh	6.346	doreco_urum1249_UUM-TXT-VL-00000-A13
0009_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A13	A13	cs	bah dilımızi bülmirıh _grečeski dil elä duiduh ki dedılär _ya khristian ğalajahsıs _ya dilızi dägıšäjähsıs	5.98	doreco_urum1249_UUM-TXT-AN-00000-A13
0005_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A12	A12	cs	bir yuz ğırh _semya varıdi yahšiidi _družni bizım oranın halhi yahši halhıdi	5.21	doreco_urum1249_UUM-TXT-VL-00000-A12
0001_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A09	A09	cs	sabahtan bögün diah fs_po šeidır _vaskresenie sabahtan ğalhıp gidirdıh _muzıka iš ärbiriš käserdılär ederdılär keif oinamah etmäh türki čağırmah oinamah etmäh	13.07	doreco_urum1249_UUM-TXT-FE-00000-A09
0001_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A13	A13	cs	bizım meriamana _dvatsat _vasmoe _avgusta	2.27	doreco_urum1249_UUM-TXT-FE-00000-A13
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A15	A15	cs	halh _vapšem yašiamerdi yapılari yoğudi fp_ha	3.759	doreco_urum1249_UUM-TXT-AN-00000-A15
0005_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A12	A12	cs	_muzıka gätırierlär čalierlar oinierıh _veselitsa edierıh gejä ğalannar olier orda oturierlär sabağačet gözlierlär	7.944	doreco_urum1249_UUM-TXT-FE-00000-A12
0006_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A06	A06	cs	čoğ čätın yašadılar yapi yoh _zemlyanka äp torpah yoh biše yoh čoğ čoğ böyuk čätınnığınän	11.37	doreco_urum1249_UUM-TXT-AN-00000-A06
0009_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A16	A16	cs	mäzärliklärä čıhirıh är mäzärlik güni iip ičmäh edirıh fs_näsıl fs_aniki o südli güni bizım mäzärä čıhirlär ištem biräz äkmäktırl är ättır bizım _da ädät elädır	11.8	doreco_urum1249_UUM-TXT-VL-00000-A16
0003_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A07	A07	cs	šindikä gidirıh _muzıka dutirıh onnar čalirlar čağırirlär bizdä ahšamdan _maladež oinir	6.018	doreco_urum1249_UUM-TXT-FE-00000-A07
0006_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A06	A06	cs	ägär biše kolkhoz böldiisä o trudodenä alirdılär _ya kartol _ya ar arpa verirdi kolkhoz o vädä bäjilda verirdi	12.699	doreco_urum1249_UUM-TXT-VL-00000-A06
0002_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B11	B11	cs	_nu fs_gru ğurjülär gidierlär kisläya mum yahierlär _nu biräz äkmäk ierlär hä ama	9.279	doreco_urum1249_UUM-TXT-FE-00000-B11
0009_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A10	A10	cs	küčükmüčük ušahlar ki olansıra _vsyoravno bu dili örgädirlär _russki sek gruzinskii örgänirlär	6.081	doreco_urum1249_UUM-TXT-LG-00000-A10
0007_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A04	A04	cs	biz sailierdıh _kak _bı _russka _poddannıe onučunda biz čoğ sözlärımızä ğatierıh urus sözläri urus dilıni	9.634	doreco_urum1249_UUM-TXT-AN-00000-A04
0006_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A11	A11	cs	_zapadni gruziadanda čalıširdıh biräz pul gätırirdıh ištem yaširdıh ambu _forma _palaženia	5.553	doreco_urum1249_UUM-TXT-VL-00000-A11
0004_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A07	A07	cs	školaya ki _kamisia gälırdi _ekzameni _prinimat edärdi dierdılär ki tiflistän gälmıšıh diardılär ki ambu jinizä ki gälırsın _priyatno _vsekh _slušat	9.496	doreco_urum1249_UUM-TXT-VL-00000-A07
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B06	B06	cs	elä böyük gündür ki _da äp barabar sävınierıh	3.19	doreco_urum1249_UUM-TXT-FE-00000-B06
0012_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A09	A09	cs	o angi el oler hä rubigımız armiaya getmıšti _sorok _pervi ğardašımda _sorok pervıdä ui_getti	6.269	doreco_urum1249_UUM-TXT-LG-00000-A09
0013_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B01	B01	cs	_da čoğ davolniidıh biz _i raziidıh	3.508	doreco_urum1249_UUM-TXT-VL-00000-B01
0011_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A04	A04	cs	ğızım bännän söilir türk dilıni angısıniki bu _dialekt bizım diljäi oğlum küčüktur söilämäh bülmier	9.698	doreco_urum1249_UUM-TXT-FM-00000-A04
0013_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B03	B03	cs	varıdi _ferma böyük	1.342	doreco_urum1249_UUM-TXT-VL-00000-B03
0002_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A16	A16	cs	gejä gidirıh orda ğalirıh _muzıka sabağısi ğalhirıh genä gidirıh _muzıka meriamanada bizım kissämızdä mumlarımızi yahirıh	10.073	doreco_urum1249_UUM-TXT-FE-00000-A16
0007_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A16	A16	cs	_da nä diem	0.877	doreco_urum1249_UUM-TXT-VL-00000-A16
0001_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A16	A16	cs	fp_an bizım vardır meriamana _dvatsat _vasmoe gälir	2.607	doreco_urum1249_UUM-TXT-FE-00000-A16
0005_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A09	A09	cs	_vaina _vremya _bıla @ ohumah eč getmädıh školai kitlädılär lapatkalar älımızä giderıh _mašina biše _traktor yoh bellirıh	11.603	doreco_urum1249_UUM-TXT-LG-00000-A09
0001_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B07	B07	cs	bizım kövdä varıdi ziaratlar _arios yoryos meriamana _ai haralammbos _ai bavlos	8.084	doreco_urum1249_UUM-TXT-VL-00000-B07
0001_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B16	B16	cs	biz gidierıh ziarata orda _svečki _kak mum yahierıh durierıh	10.612	doreco_urum1249_UUM-TXT-FE-00000-B16
0006_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A07	A07	cs	_maladež _sabiraetsa ğurbannari ierlär _muzıka ierlär ičirlär oinirlär näblem	5.55	doreco_urum1249_UUM-TXT-FE-00000-A07
0013_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A14	A14	cs	meriamanaya oki _prazdniki ki _atmečat edirıh är pr_kövdän fp_e gälirdılär urumlar bizım halh bu _prazdnika	6.26	doreco_urum1249_UUM-TXT-FE-00000-A14
0002_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A13	A13	cs	meriamanai _atmečat edirıh biz tezdän	3.04	doreco_urum1249_UUM-TXT-FE-00000-A13
0001_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B10	B10	cs	_da šindi bän olmušım burda tiflistä	3.645	doreco_urum1249_UUM-TXT-FM-00000-B10
0001_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A07	A07	cs	urus urus dilındä biz ohumušuh školai ğurtulmıšıh getmıšıh ğurtulmıšıh _abrazavania almıšıh	7.292	doreco_urum1249_UUM-TXT-LG-00000-A07
0008_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A13	A13	cs	elä ğanirım pr_bu _čtota yahındır urus dili ki ušahlari istirım urusča örgänälär fp_näblem ui_ambelä ui_iš	9.139	doreco_urum1249_UUM-TXT-LG-00000-A13
0010_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A15	A15	cs	ki ohäbär bir ğırh _semya ui_olur genä ğalmiš burda urum	4.988	doreco_urum1249_UUM-TXT-VL-00000-A15
0010_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A13	A13	cs	šindi torpah bänımdır äkirım bän satirım bän äkirım näsıl isterım elä satirım nalogumi verirım öbür išlärä _prablema olmir semyai bahmah olir	11.309	doreco_urum1249_UUM-TXT-FM-00000-A13
0011_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B01	B01	cs	tsalkanın torpağına bägändılär čoğ _čirnozemni ğara torpah _i bägändılär	7.001	doreco_urum1249_UUM-TXT-AN-00000-B01
0002_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A05	A05	cs	onnar heč bu ğarıšmerlär bizım išä _ya kissäya girmäh nä mum yahmah _sveči msveči onnar etmäh yohtur	7.302	doreco_urum1249_UUM-TXT-FE-00000-A05
0001_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A16	A16	cs	_russki dil bizä an yahši urus dilidır bizä öčüri ki biz oni tez alıšıra bülirıh	5.763	doreco_urum1249_UUM-TXT-LG-00000-A16
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B11	B11	cs	_i bizım halh getti oralar da yaptılar čüčük čüčük yapılari kim näsıl edäbüldi	7.635	doreco_urum1249_UUM-TXT-AN-00000-B11
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A09	A09	cs	_nu nä fs_edäh _da ziaratlarada gäler giderlär bizdä giderıh ziaratlara prahmirıh eč dilımızi šei ettıh fs_ama yaniki oni prahmadıh	10.024	doreco_urum1249_UUM-TXT-VL-00000-A09
0012_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A14	A14	cs	šindi gidirıh školaya _no fp_aa bülirım ki pr_bänim predkılärım čoğ fp_ee čätın yašamıšlar čoğ fahırlıhta	9.231	doreco_urum1249_UUM-TXT-AN-00000-A14
0011_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A04	A04	cs	oldi _integriravat ettıh _i onnarda gälir ğarıšir bir iki adam	6.068	doreco_urum1249_UUM-TXT-FE-00000-A04
0009_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A08	A08	cs	_da näki nahıletmıšti dädäm bändä oni dedım daa	2.783	doreco_urum1249_UUM-TXT-AN-00000-A08
0009_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A12	A12	cs	gidierım elda gidierım kissäya gidierım ay haralambosa gidierım kissäya är eli gidierım fevralda olier _dvatsat _tretee _fevralya	7.519	doreco_urum1249_UUM-TXT-VL-00000-A12
0013_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A12	A12	cs	orda stollar ğurulier egi ički ierlär ičierlär oinierlär yahši olier _atmečat yahši edierıh	7.299	doreco_urum1249_UUM-TXT-FE-00000-A12
0002_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B08	B08	cs	meriamana _prazdnik _vabše khristianski prazdnikdır	2.788	doreco_urum1249_UUM-TXT-FE-00000-B08
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B03	B03	cs	_nu gretsiadan gruziaya gälierdılär gretsiadan eem bizım halh gruziaya ğırh beš gün gälierdılär	10.99	doreco_urum1249_UUM-TXT-AN-00000-B03
0003_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A11	A11	cs	biz meriamanamızi ki edirıh ärvänlidän urumlar gälir ölänktän urumlar gälir eddikissädän gälirlär täkkisädän gälirlär jızğaristan gälirlär tzalgadan gälirlär tiflisdän gälirlär gretsiadan gälirlär ušahlar mašinalarınan gälir ki meriamanai _vstrečat edäh	20.349	doreco_urum1249_UUM-TXT-FE-00000-A11
0011_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A10	A10	cs	_asnavnoi bu dili söilirlär _turetski	2.034	doreco_urum1249_UUM-TXT-LG-00000-A10
0007_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B02	B02	cs	biz hristianıh _hristianski šeinanda gidierıh elä	3.639	doreco_urum1249_UUM-TXT-FE-00000-B02
0005_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A06	A06	cs	gidirdılär išä kolkhozda išlirdılär _trudo _den alirdılär	6.413	doreco_urum1249_UUM-TXT-VL-00000-A06
0007_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A04	A04	cs	o _da bizım dili örgändi o dili näki söilirıh äp ğanir	6.528	doreco_urum1249_UUM-TXT-FM-00000-A04
0014_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A09	A09	cs	bizım čoğ köti günüdi čoğ išlerdıh äkmäk olmerdi su olmerdi biše olmerdi mučeniainan baba _ana mučeniainan bizi yašatti	8.56	doreco_urum1249_UUM-TXT-FM-00000-A09
0003_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A13	A13	cs	šindi urusčai bän bülirım yahši bülirım ušahlar diah bänım šindi bülmirlär urusčai _no bän bülirım	7.27	doreco_urum1249_UUM-TXT-LG-00000-A13
0013_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A04	A04	cs	_i fs_u ušah lazım bülä är dili	3.113	doreco_urum1249_UUM-TXT-FM-00000-A04
0007_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B02	B02	cs	ui_kövümüzdä genä varıdi iki _etažni šei iki ğat _škola	5.76	doreco_urum1249_UUM-TXT-VL-00000-B02
0014_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A14	A14	cs	öbürlär _uže alti beš ančelä	2.304	doreco_urum1249_UUM-TXT-VL-00000-A14
0002_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A08	A08	cs	_turetski bir ävdä söilirdıh daa biryanda yoh	3.616	doreco_urum1249_UUM-TXT-LG-00000-A08
0008_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A11	A11	cs	ama _išyo _kakoi _išyo nä diem	2.199	doreco_urum1249_UUM-TXT-VL-00000-A11
0015_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A05	A05	cs	bir sözünän ambelädır bänım ğardašlarım äp bu semeiniidi beštä ğardašıh bajım _vsyo bän gändım täkım ui_šindidä	8.72	doreco_urum1249_UUM-TXT-FM-00000-A05
0003_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B08	B08	cs	buni äp hristiannar _atmečat eder o _prazdniki	2.686	doreco_urum1249_UUM-TXT-FE-00000-B08
0010_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A09	A09	cs	_kakoi goddaidi o sira fs_s _sorok _pervi yohsa _sorok _vtaroi hä	6.836	doreco_urum1249_UUM-TXT-LG-00000-A09
0021_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A09	A09	cs	čoğ čätın anamda etım ušağıdi pr_noo ahlıma düšmäsın _korolem ui_anama	5.07	doreco_urum1249_UUM-TXT-AN-00000-A09
0001_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B06	B06	cs	bänım _ana babamın kövi čoğ güzäl kövüdi	3.554	doreco_urum1249_UUM-TXT-VL-00000-B06
0007_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A10	A10	cs	_no _asnavnoi _russki _yazık ohuduh ğurtulduh školai _na _russki _vsyo	4.226	doreco_urum1249_UUM-TXT-LG-00000-A10
0002_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B14	B14	cs	meriamanai bizım halh urumlar _vstrečat ederlär čoğ yahši	5.04	doreco_urum1249_UUM-TXT-FE-00000-B14
0002_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A07	A07	cs	baštan ha bizım sağ tsalkanın rayonunda bizım _škola _slavilas äp bizım fs_hal halh ohirdi	7.02	doreco_urum1249_UUM-TXT-VL-00000-A07
0001_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B12	B12	cs	biz äroyun güvierdıh _navah gäläjah _paskha näida hä _navah gäläjah älä pr_o šei fs_gü güvierdıh	8.133	doreco_urum1249_UUM-TXT-FE-00000-B12
0005_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B12	B12	cs	kislälärda üč gün _i mum yahierdıh	3.4	doreco_urum1249_UUM-TXT-FE-00000-B12
0009_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B04	B04	cs	mäzärlärä _abizatelna lazım čıhmah	2.6	doreco_urum1249_UUM-TXT-FE-00000-B04
0005_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B16	B16	cs	bän bülierım ki eddikilisä ismida verdılär _i orda eddi kilisä var	7.531	doreco_urum1249_UUM-TXT-VL-00000-B16
