utt_id	spkr_id	lang	text	dur
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B07	B07	urum	gidierdıh	0.751
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B08	B08	urum	orda varıdi čoğ čoğ ziaratlar	1.846
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B09	B09	urum	genä orda var ziarat	6.234
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B10	B10	urum	bizım halh ui_yašianda čoğ yahšiidi	2.1
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B11	B11	urum	bazar orda daima varıdi bazarlıh	2.445
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B12	B12	urum	äp yollari dümdüzdür	2.005
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B13	B13	urum	sora köčtülär gretsiada	7.487
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B16	B16	cs	_babuškam yašierdi čapaevkada	2.084
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A01	A01	russ	@@@	1.996
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A02	A02	urum	ğaldıh biz burda	1.186
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A03	A03	cs	_posle _russko _turetkoi _vainı _abratilis _naši _russkamu _general _paskeviču gätırdılär bizläri gruziaya	7.787
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A04	A04	urum	fp_vot	0.334
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A05	A05	russ	@@@	2.46
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A06	A06	urum	oğlanın biri öldi tezdän jaalikän	4.5
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A07	A07	cs	käsirdılär öldürirdılär bizım halh istädi ki šei ala _svayu _veru _astavili _yazık _patiryali _kagda jılız čätınıdi gäldılär buraya	10.777
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A08	A08	urum	usul usul yaptıh išlirdıh kartolmartol äkirdıh iet fp_m malmul bahirdıh šei edirdıh yaširdıh ištem elä	11.893
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A10	A10	cs	dil ğaldi _turetski eč turetskidä dägıl gürjistana	3.58
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A11	A11	russ	_mı _veru _ne _pateryali _khristianskaya _vera _u _nas _u _nas _khristianskaya _vera	5.772
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A12	A12	urum	orda ište oki dögüšdava gidierdi bunnara dad vermierdılär bunnari ğuvaladılar bunnar ğašti gäldılär buralara	5.412
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A13	A13	urum	ište bu kövä düštüh elä birzamanda dierdılär ermanılärınän barabarıdıh gurnašit köv varıdi	6.348
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A14	A14	urum	fp_m	0.439
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A15	A15	cs	babamın traktori vardır ište fp_ha ište bašladıh yašamaya ište _i ävdä hazyaistvennimazaistvenni išınän ište gettıh	11.152
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A16	A16	urum	ordan gälmišlär ište onida bän babamdan anamdan onnari örgänmišım an šindiačanda burada yaširım ui_dzalgada	5.63
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B01	B01	cs	onnara kömäg etmıšti näsıl ki duimıštıh biz birtänä _general _paskeev	5.169
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B02	B02	urum	čoğ čätın yollar gäldi halh bizım halh	2.683
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B04	B04	urum	näsıl ki duimušum čoğ čätınıdi yolda fs_ö ölierdi halh ajından su sulari yoğudi ičmäya	7.519
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B06	B06	urum	emäkläri yoğudi aspaplari yoğudi gäzierdılär gäzierdılär	3.635
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B07	B07	urum	ğırhbeš pr_gün fp_aj susuzluh	3.117
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B08	B08	urum	yolda čoğ čätınnıh gördülär	1.921
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B10	B10	cs	ğoyurmierdılär bizım halha yašamaya _da čätın olerdi	4.169
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B11	B11	urum	ğırh beš gün yayan gälierdılär	5.021
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B12	B12	urum	bizım halha kömäk etti uruset rassıa kömäk etti gätırdi fs_b buyani	5.121
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B13	B13	urum	bin säkiz yuz otuz elda	3.007
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B14	B14	urum	nädır adi čoğ čätınnıh gördülär	2.04
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B16	B16	urum	tiflistän gečtılär tsalkaya	2.106
0004_DoReCo_doreco_urum1249_UUM-TXT-CL-00000-A02	A02	urum	dädäm bizi äglärdi diardi	1.92
0004_DoReCo_doreco_urum1249_UUM-TXT-CL-00000-A03	A03	urum	dövlätımız var fs_väd dängizä	1.887
0004_DoReCo_doreco_urum1249_UUM-TXT-CL-00000-A04	A04	urum	julu julu yailalar	1.664
0004_DoReCo_doreco_urum1249_UUM-TXT-CL-00000-A05	A05	russ	_vot	0.35
0004_DoReCo_doreco_urum1249_UUM-TXT-CL-00000-A07	A07	urum	genä näsıl diirdi	1.114
0004_DoReCo_doreco_urum1249_UUM-TXT-CL-00000-A10	A10	urum	därmän gätırsın ğoluma	1.32
0004_DoReCo_doreco_urum1249_UUM-TXT-CL-00000-B03	B03	urum	dili ama religiai itırmadılar	3.149
0004_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A01	A01	cs	äp _veselo gečırirıh _čtob _naš fs_pra bizım _prazdnık güzal yola vurah	5.251
0004_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A02	A02	cs	onnar _atličie _atličie _čto gälmierlär	3.4
0004_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A03	A03	cs	gälerlär tiflisdän airandan gürjimürji girirlär _ani _ih tože _mı _priglašayut	4.819
0004_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A04	A04	urum	eğılirıh äp kövünän mumumızi išımızi yahirıh	4.019
0004_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A06	A06	cs	kimın ğurbani var ğurbani käsirlär orda oinirlär türki čağırirlär onnar _pravažat ederlär _ne _tolko meriamanai öbür günnäridä	12.224
0004_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A07	A07	urum	kissämızi edirıh fs_kim var ğarılar angisiki kissädä gejä ahnayah ğalir yatir orda	6.16
0004_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A09	A09	russ	_očen _vesyoli _tagda _bıl	1.508
0004_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A10	A10	urum	onnarda musurmandırlar daldalardan bahirlär gälmerlär yahın	4.87
0004_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A11	A11	cs	_nedavno _sto _let meriamanai _vspaminat ettıh _šestom fs_š _devyatsotom _gadu _načal _šestom _gadu _zakončil	8.137
0004_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A13	A13	urum	kim käsir meriamanada šei kissänın ğapısında kim ävä götürir	4.84
0004_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A15	A15	cs	_družni belä oinirıh nirıh emäh ičmäh duvalamah halhi birbirlärıni duvalirlär	9.78
0004_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A16	A16	cs	_muzıka oinirıh edirıh ğurbannarımızi fs_käs käsirıh čağırirıh halhi gečännäridä kim var äp čağırirıh	7.919
0004_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B01	B01	urum	fp_em ägär birının adamıšlar allağa ğurbansa ğurbani käsierlär ordaikän	6.66
0004_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B02	B02	urum	sora orda urusettändä gälierlär nablem ukrainadanda	4.28
0004_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B03	B03	urum	soradan gälierlär toplanierlär barabar gätırierlär emahlari	6.034
0004_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B04	B04	urum	ičınä ğoierlär manetalar	2.39
0004_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B06	B06	urum	nerdä ki biz čoğ uzun yoldur ama pr_biz sävınä sävınä gidierıh	5.208
0004_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B07	B07	urum	giderlär kissäya mumlarıni yaherlär	3.54
0004_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B08	B08	cs	bizım halh eder bujürä _značit ahšamdan _dapustim sabahtan prazdniktır	4.812
0004_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B10	B10	urum	oturerlär ierlär ičerlär güverlär	4.676
0004_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B12	B12	urum	sävınierdıh	0.993
0004_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B16	B16	urum	öbüri özgä bän bülmeram birdır	3.699
0004_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A01	A01	cs	ğardašım getti šeya šäärdä orda _pradaljat etti ohumasıni institutta	5.437
0004_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A02	A02	urum	fs_s	0.115
0004_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A03	A03	urum	nä an ištem bu šindidä gördi fs_nä palaženialar	3.542
0004_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A04	A04	cs	bän gändım integratsiaya girdım _i burda ki yaširıh angi ökmättä angisıni ki dilıni ki bülmirdıh ävländım gürjia aldım gürjii	12.48
0004_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A06	A06	urum	onnarında semyalari var yaširlär	2.741
0004_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A07	A07	cs	bänım _babuškam gäldi buraya ärvänidän ärä oldi papam dyadyam tyotyam onnar bibımdillär ämımdillär bizımjılar onnar oldular	9.502
0004_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A11	A11	urum	bu ğanahlidanda ikitänä oğlan ušahlari var oğlan ušahlari	5.288
0004_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A12	A12	cs	išlädıh edditänäidıh _uže böyudüh išlädıh epeim irällädıh	4.703
0004_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A13	A13	urum	bizdä burda ävdä ište vardır torpağımız kartol ui_äkirıh	4.752
0004_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A15	A15	urum	babam traktorda išlir fs_a ğardašımda išlir mamam ävdä hazyaistvenni dä dä bännän barabar	8.07
0004_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A16	A16	urum	bänım iki ušağım vardır oğlandırlar	3.743
0004_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B01	B01	urum	soram görsättılar anami	2.923
0004_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B02	B02	urum	sora elä oldi ištem fs_igirmi fs_o igirmi beš eldan iräli ğardašların iki ğardašım getti urusetä	8.923
0004_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B04	B04	urum	soramda gäldi soramda gäldi fs_tiflis tiflisa	6.433
0004_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B07	B07	urum	oğlanda bänä bägändi bändä ona bägändım ärägettım	4.021
0004_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B08	B08	urum	sora tanıšlandım ärımınän	1.542
0004_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B09	B09	urum	sora düšündülär ki gäläidılär tiflisä	3.296
0004_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B11	B11	urum	onnarda šäärdä tiflistä bašladılar yašamah	2.57
0004_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B12	B12	urum	sora yašamah čoğ čätın oldi	2.594
0004_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B14	B14	urum	genä burda čoğ čätınnıh gördüh	1.898
0004_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B16	B16	urum	urusettä ğurtuldum instituti	4.418
0004_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A06	A06	cs	onučunda biz čoğ _atličia vermerıh bizım dilınän urusčai	4.834
0004_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A07	A07	cs	bu dil bizä _kak _ustni _falklyor ğalmıštır näsıl ataanamız gäldi söilirlär bizdä elä söilirıh	5.598
0004_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A08	A08	cs	ävdä bir söilirıh _turetski	1.69
0004_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A10	A10	cs	_nu biz o dili söilierıh elä oldi _nu _pačti _radnoi _yazık _russki sailir bizım	5.872
0004_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A13	A13	urum	ui_ai	0.176
0004_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A16	A16	cs	ambelädä gečtıh bizım _vot fp_an	3.364
0004_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A01	A01	urum	fs_böyü	0.502
0004_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A02	A02	urum	fs_s	0.377
0004_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A03	A03	russ	_i	0.077
0004_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A04	A04	cs	_i biz bülerıh ki jinis bu _trialetski zonanın ortasındaih	5.584
0004_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A05	A05	cs	köv gändi otarli kövudi kövün geridäki fs_savkho _savkhoz ki oldi kolkhozdan sora	7.38
0004_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A06	A06	cs	_pervi _period bänım alhıma gäler yoğudi burda halh mal sahlamirdi dorği eč	7.877
0004_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A07	A07	cs	školaya ki _kamisia gälırdi _ekzameni _prinimat edärdi dierdılär ki tiflistän gälmıšıh diardılär ki ambu jinizä ki gälırsın _priyatno _vsekh _slušat	9.496
0004_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A09	A09	urum	šindi eč kövdä nä olajah kartol äkirıh oyani buyani ğurturirıh pr_nä olajah kartolmartol	5.616
0004_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A12	A12	urum	yahšiidi	0.44
0004_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A13	A13	cs	yašierıh ištem näblem fs_pra prazdnikläri _atmečat edirıh yahši köv	3.386
0004_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A14	A14	cs	onnar büldülär ki var gürjistanda elä köv jinis o sıra adi sora dägišl ändi onnar gäldıhtan sora bir _on eldan sora adi oldi artsivani	11.494
0004_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A15	A15	cs	čoğ güzäl kövdür šeidir ui_ärištä vardır burda _klub mlub sportdarbaz vardır ačmıšl ar	8.356
0004_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A16	A16	urum	bizım kövdä vardır dörttänäm kissämız vardır birtänä školamız vardır suyu verirlär tokunan bizä ičmäya	7.384
0004_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B01	B01	cs	baškövun ičında varıdi ziarat _ai bavlos	4.085
0004_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B02	B02	urum	mal ğoyunumuz varıdi išımız tayuh varıdi ištem yumurtamumurtainan	3.899
0004_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B03	B03	cs	magazinnar varıdi _obši erlär	1.986
0004_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B06	B06	urum	čoğ güzäl erıdi	1.28
0004_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B07	B07	urum	keiš varıdi kinonia vererdi	3.63
0004_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B11	B11	urum	šidiačen halh gäler ordan burden gätırierlär ärbiriš satierlär	5.065
0004_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B12	B12	urum	yapılar var iki ğat yapılar	2.78
0004_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B13	B13	urum	ama šindida fs_elädır eydır	2.696
0004_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B14	B14	urum	bän ušağıdım bän čoğ ğanmerdım bänä fs_ho hošgälerdi onučun ki bän küčügüdüm bän giderdım dinjälmäya	8.11
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A01	A01	urum	šei ettılär kissäi yap ettılär	3.731
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A02	A02	cs	etım yašierdi fıharaidi _deduškam	2.65
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A03	A03	russ	_gruzia _bıla _v _sastave _rassii	1.486
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A04	A04	cs	pr_turtsianın erlärındän ordan gäldılär hä _pontiiski gasudarstvoidi	9.844
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A05	A05	russ	@@@	2.219
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A06	A06	cs	_značit dädämın babasının adi spiridonudi ordanda ğaldi ğoidular bänım adımi spiridon	6.963
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A07	A07	urum	arabalarınan gälirdılär yayan gälirdılär čoğ halh gälıpčıhmadi orda fs_ö öldülär yolda	7.58
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A08	A08	urum	gäldılar buraya onučun ki šeidır orda yašamah čätınıdi sıhtırerdılär dögüš olerdi gäldılär ondan öčüri	7.08
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A10	A10	cs	ište burda bašladılar ävmäv yaptılar birınji yoğudi fahırlığ čätınlıh _savsem čoğ gördülär čätınlıh	7.257
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A11	A11	cs	fs_mı biz khristianlıği itırmädıh _u _nas fs_khristians> halhiih _verit ederıh kissälärä	13.733
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A12	A12	urum	gürjüstänä ki gäldılär burda fahır yašadıh fahır	3.664
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A13	A13	urum	dögüš oldi ğız ğačırdılar nä ettılär onnar airlandılar biz burda ğaldıh onnarda gettılär oyanki kövä	5.233
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A14	A14	urum	fp_m	0.306
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A15	A15	urum	bašladi elä yašamah	1.28
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A16	A16	urum	savxozda išlädım sora bašladıh savkhozda išlämäya kartola gettıh savkhozda išlädıh	6.183
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B01	B01	urum	bizım halh yolda gäländän fp_ee čoğ fp_ee čoğ čätınıh gördülär	5.253
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B02	B02	urum	čoğ čätın günnär gördülär	1.605
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B03	B03	cs	_nu gretsiadan gruziaya gälierdılär gretsiadan eem bizım halh gruziaya ğırh beš gün gälierdılär	10.99
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B04	B04	urum	bir üč yuz bin adam ölmüšti	1.951
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B06	B06	urum	soram bazısi ğaldi kövlärdä	4.185
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B07	B07	urum	bir uji öldi bir uji ištem pr_čätın gäldi čıhtılar kövlärä	5.363
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B08	B08	cs	gäldılär ğırh beš gün _daže čoğda	2.732
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B10	B10	urum	onučunda onnar saidılar gälmäya gürjistana	4.563
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B11	B11	urum	kimısi öldülär yollarda	2.961
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B12	B12	urum	biz gäldıh suhuma	1.359
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B14	B14	urum	älä gälänähačet tsalgaya čoh halh šei ölerdi	6.428
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B16	B16	urum	pr_orda yašierlar čalıšerlar	2.68
0005_DoReCo_doreco_urum1249_UUM-TXT-CL-00000-A02	A02	urum	dängiz dängiz daralti	1.599
0005_DoReCo_doreco_urum1249_UUM-TXT-CL-00000-A03	A03	cs	_patom _mašerovskimi _vıskazıvaniami genä musurmanja	2.455
0005_DoReCo_doreco_urum1249_UUM-TXT-CL-00000-A04	A04	urum	elä sözlär deilirdi türkülär	4.237
0005_DoReCo_doreco_urum1249_UUM-TXT-CL-00000-A05	A05	urum	gerısınidä gälämerım	1.027
0005_DoReCo_doreco_urum1249_UUM-TXT-CL-00000-A07	A07	cs	unutmušum _nu gerısıni unuttum nä edem	2.51
0005_DoReCo_doreco_urum1249_UUM-TXT-CL-00000-A10	A10	urum	därmäni lazımdägıl gändi gälsın yanıma	2.15
0005_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A01	A01	urum	äp fs_g ävälki fs_ä ädätlärınän šindiki ädätlärınän urumların ädätlärınän ederıh ui_ğoyun käsmäh	6.012
0005_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A02	A02	cs	gälännärdä ğırahtan bahierlär keflänälär yanem bılašalar _nu orda _uže bizımkılär _astirigayutsa _nu	11.65
0005_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A03	A03	cs	o fs_ğurbanığ ğurbanada iirlär _i _pravodim _kharašo _atlično	5.362
0005_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A04	A04	cs	kim büler türki soradan čağırer kim büler _muzıka gätırerlär	5.379
0005_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A05	A05	urum	kefi ederıh birdä güni gün ederıh näsılki lazım	2.75
0005_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A06	A06	cs	var _ai bavlos medamorfos o günnäridä äp _atmečat edirlär	9.203
0005_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A07	A07	urum	sora sabahtan ğalhirıh kissäya gidirıh genä mumumuzi yahirıh ğurbani kimın var käsir	5.937
0005_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A08	A08	urum	ajarlar etmirlär gälmirlär kissäya elä bahirlär ägär yoldan gečir görirsä biräz durir bahirlär	6.524
0005_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A09	A09	russ	_na	0.124
0005_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A10	A10	cs	gälsälär _spor olir	1.407
0005_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A11	A11	cs	bänım ämılärımdä kömäk edirdi meriamanai yapmaya yumurta döšürirdılär yumurtainan kiräjä ğaterdılär edirdılär _rastvor _rastvor anelä	15.836
0005_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A12	A12	cs	_muzıka gätırierlär čalierlar oinierıh _veselitsa edierıh gejä ğalannar olier orda oturierlär sabağačet gözlierlär	7.944
0005_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A14	A14	cs	ajarlar gälmirlär elä iš etmirlär onučun ki onnarın religian religialari fp_aa muslim onnar fs_pakla _paklanyatsa edirlär allağa bizımdä _iisus fs_khristosdır	10.72
0005_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A16	A16	cs	ğuzäl oturirıh ğurbanımızi iirıh duvalirıh sorada bašlirıh oinamaya birdä ahšamaačan saat _on ikiaačan	8.919
0005_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B01	B01	urum	gätırierlär ävä ävdä bišırierlär eddi semiaya dağıdierlär	3.89
0005_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B03	B03	cs	barabar oinierlär _atmečat edierlär fp_m	10.6
0005_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B07	B07	urum	keiš ohier kinonia verer	3.904
0005_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B08	B08	urum	bunnar ahšamdan toplanerlär kissänın üstündä	3.252
0005_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B10	B10	urum	sora tezdän halh čoği daa čoğ toplaner	6.143
0005_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B11	B11	urum	fs_davuzurna davulzurna oinier	3.654
0005_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B12	B12	cs	kislälärda üč gün _i mum yahierdıh	3.4
0005_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B14	B14	cs	gürjülär šindik čoğ ziarata giderlär sağ jaallıh ziarattadır allağa čoğ _verit ederlär	11.255
0005_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A01	A01	urum	bändä gettım gretsiaya armiaya gettım an gäldım geri babama anama burda kömäk edirım	6.6
0005_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A02	A02	urum	orda ištem tanıšlandım yoldašımınan	4.358
0005_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A03	A03	cs	yašerıh školada išlädıh _v _škole _da išlädım ğırh iki el _supruga _tridsat _šest _let	6.98
0005_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A05	A05	cs	burada gäldıh _sredni školaya girdıh ohuduh _sredni abrazavanya aldıh	4.08
0005_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A06	A06	urum	torunnarım var bu küčük oğlandan iki oğlan bir ğız bir oğlanda maskvadakındän	8.065
0005_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A07	A07	cs	_deduškam tez öldi _babuškam täk ğaldi	3.51
0005_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A08	A08	urum	üč iki bajım vardır birdä bän ohuduh školada ruski ohuduh	4.65
0005_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A10	A10	urum	onnar gretsiada yašerlär burda bir bän babamınan yaširım školada išlirıh	8.302
0005_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A11	A11	urum	anelä yašamah	0.905
0005_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A13	A13	urum	babam mamam pentsianer pentsia kömäk edirlär ištem biräz	4.611
0005_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A14	A14	cs	_uvažaemı adamıdi čoğ išlirdi semyasına öčüri düšünirdi gerısıni	5.91
0005_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A15	A15	cs	sora genä kartolmartol toplamaya gidirıh edirıh arpa äkirıh kartol äkir bičirıh _vot	8.406
0005_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A16	A16	cs	bän traktorist adamım traktorda išlirım halha kartol äkirım kartol čığardirım _družno yaširıh _pakamis halhınan	7.195
0005_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B01	B01	urum	bägändi anama ävländı	2.261
0005_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B02	B02	urum	bir ğardašım getti yunanistana	3.012
0005_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B03	B03	urum	sorada mamam getti urusetä fp_m fp_m mamam getti urusetä ohumaya	15.457
0005_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B04	B04	cs	anami gördi _i ğaldılar _uže tiflistä güjistanda fs_yašam yašamainan	5.198
